row_num,trip_id,reason,raw_row
102543,id1886686,anomalous data,id1886686|2|2016-06-16 19:21:42|2016-06-17 19:19:47|2|-74.007865905761719|40.708641052246094|-73.992408752441406|40.721282958984375|N|86285
103545,id2594929,anomalous data,id2594929|2|2016-06-27 16:11:22|2016-06-28 16:03:39|1|-73.96343994140625|40.777530670166016|-73.968269348144531|40.766361236572266|N|85937
104187,id3793668,anomalous data,id3793668|2|2016-02-04 15:50:41|2016-02-05 15:46:41|1|-73.989509582519531|40.720504760742188|-73.942802429199219|40.840866088867187|N|86160
105012,id3892430,anomalous data,id3892430|2|2016-05-17 08:31:32|2016-05-18 07:32:22|3|-74.006553649902344|40.731639862060547|-73.979896545410156|40.761775970458984|N|82850
105505,id2378361,anomalous data,id2378361|2|2016-01-03 21:15:03|2016-01-04 19:51:48|2|-73.86334228515625|40.769367218017578|-73.973335266113281|40.755840301513672|N|81405
109334,id2682709,anomalous data,id2682709|2|2016-06-20 09:30:43|2016-06-21 09:24:54|1|-73.98272705078125|40.751171112060547|-73.969657897949219|40.762958526611328|N|86051
109768,id3996967,anomalous data,id3996967|2|2016-02-25 14:51:06|2016-02-26 14:29:39|1|-73.9666748046875|40.794055938720703|-73.956077575683594|40.788013458251953|N|85113
110068,id1086935,anomalous data,id1086935|2|2016-05-24 15:19:51|2016-05-25 14:25:06|6|-73.985969543457031|40.731010437011719|-73.993537902832031|40.729301452636719|N|83115
110217,id2831023,anomalous data,id2831023|2|2016-03-16 12:12:20|2016-03-17 11:37:21|3|-73.973342895507813|40.764080047607422|-73.991096496582031|40.750278472900391|N|84301
110658,id3438747,anomalous data,id3438747|2|2016-02-28 04:03:27|2016-02-29 03:49:12|1|-73.987571716308594|40.722694396972656|-73.892616271972656|40.747138977050781|N|85545
113966,id1453066,anomalous data,id1453066|2|2016-03-06 02:06:26|2016-03-07 01:30:20|2|-73.963020324707031|40.79913330078125|-73.979095458984375|40.78173828125|N|84234
114222,id0681405,anomalous data,id0681405|2|2016-06-16 18:12:49|2016-06-17 16:54:32|1|-73.965415954589844|40.766101837158203|-73.971908569335938|40.756813049316406|N|81703
114753,id2385269,anomalous data,id2385269|2|2016-02-26 07:22:37|2016-02-27 07:21:10|1|-73.965103149414063|40.806491851806641|-73.984260559082031|40.786041259765625|N|86313
114789,id2615851,anomalous data,id2615851|2|2016-04-01 17:45:36|2016-04-02 17:42:48|1|-73.999900817871094|40.743278503417969|-73.973884582519531|40.782978057861328|N|86232
115348,id2967816,anomalous data,id2967816|2|2016-05-25 14:30:49|2016-05-26 14:27:48|5|-73.995208740234375|40.739326477050781|-73.980148315429687|40.760448455810547|N|86219
115620,id2046084,anomalous data,id2046084|2|2016-01-11 18:53:15|2016-01-12 18:37:50|6|-73.982124328613281|40.757236480712891|-73.982353210449219|40.775306701660156|N|85475
115990,id1549556,anomalous data,id1549556|2|2016-02-03 00:24:23|2016-02-04 00:03:37|2|-73.981781005859375|40.769111633300781|-73.978912353515625|40.761466979980469|N|85154
116552,id2672218,anomalous data,id2672218|2|2016-05-07 05:32:43|2016-05-08 00:00:00|1|-73.946739196777344|40.7764892578125|-73.983673095703125|40.749881744384766|N|66437
117741,id2529241,anomalous data,id2529241|2|2016-03-25 12:51:33|2016-03-26 12:50:37|1|-73.990898132324219|40.734275817871094|-73.983779907226562|40.760353088378906|N|86344
118720,id1749952,anomalous data,id1749952|2|2016-05-19 20:28:44|2016-05-20 20:17:55|1|-73.981391906738281|40.768569946289063|-73.973136901855469|40.750331878662109|N|85751
118745,id1449462,anomalous data,id1449462|2|2016-02-20 17:39:40|2016-02-21 17:35:33|1|-73.991439819335938|40.750015258789063|-74.004386901855469|40.7210693359375|N|86153
118769,id2289594,anomalous data,id2289594|2|2016-03-03 08:40:11|2016-03-04 08:37:54|1|-74.015388488769531|40.716136932373047|-74.002182006835937|40.729488372802734|N|86263
119271,id2758157,anomalous data,id2758157|2|2016-06-28 18:00:35|2016-06-29 17:58:21|2|-73.968353271484375|40.770648956298828|-73.986518859863281|40.75830078125|N|86266
119953,id1649776,anomalous data,id1649776|2|2016-06-10 20:17:49|2016-06-11 20:16:27|1|-73.977378845214844|40.751731872558594|-73.969856262207031|40.798007965087891|N|86318
120086,id2557853,anomalous data,id2557853|2|2016-06-23 12:25:30|2016-06-24 12:10:04|3|-73.987777709960937|40.741584777832031|-73.993537902832031|40.735797882080078|N|85474
120184,id3070191,anomalous data,id3070191|2|2016-01-01 15:27:28|2016-01-02 15:09:41|3|-73.989654541015625|40.73565673828125|-73.989654541015625|40.73565673828125|N|85333
120698,id0638534,anomalous data,id0638534|2|2016-05-28 18:03:05|2016-05-29 17:40:19|1|-74.011581420898438|40.707954406738281|-73.977684020996094|40.752063751220703|N|85034
120720,id2812681,anomalous data,id2812681|2|2016-03-20 21:14:12|2016-03-21 20:19:34|1|-73.986358642578125|40.73052978515625|-73.992141723632813|40.743961334228516|N|83122
122804,id1167611,anomalous data,id1167611|2|2016-01-05 19:51:25|2016-01-06 19:36:50|2|-73.984306335449219|40.764747619628906|-73.938980102539062|40.854248046875|N|85525
124382,id1436692,anomalous data,id1436692|2|2016-03-15 20:24:40|2016-03-16 19:34:55|1|-74.009284973144531|40.706256866455078|-73.982315063476563|40.723518371582031|N|83415
124494,id2391943,anomalous data,id2391943|2|2016-02-25 07:44:53|2016-02-26 07:41:39|1|-73.974769592285156|40.790771484375|-73.995445251464844|40.735740661621094|N|86206
124527,id2798580,anomalous data,id2798580|2|2016-03-15 09:03:15|2016-03-16 06:25:36|1|-73.968620300292969|40.799228668212891|-73.870391845703125|40.773738861083984|N|76941
124782,id3506642,anomalous data,id3506642|2|2016-04-28 16:21:48|2016-04-29 15:26:32|1|-73.789512634277344|40.646446228027344|-73.983268737792969|40.761924743652344|N|83084
125102,id1842909,anomalous data,id1842909|2|2016-04-21 18:07:00|2016-04-22 17:44:01|1|-73.92413330078125|40.733078002929688|-73.864891052246094|40.730754852294922|N|85021
125631,id0606837,anomalous data,id0606837|2|2016-01-18 10:46:27|2016-01-19 10:35:31|2|-73.98297119140625|40.754177093505859|-73.973213195800781|40.779937744140625|N|85744
125931,id0935861,anomalous data,id0935861|2|2016-03-13 16:54:26|2016-03-14 16:46:48|5|-73.967376708984375|40.757316589355469|-73.97332763671875|40.748165130615234|N|85942
126387,id1700807,anomalous data,id1700807|2|2016-02-12 15:12:26|2016-02-13 15:05:27|1|-73.9967041015625|40.737701416015625|-73.992485046386719|40.743343353271484|N|85981
127404,id1115217,anomalous data,id1115217|2|2016-03-28 17:39:52|2016-03-29 17:34:01|1|-74.002059936523438|40.730091094970703|-73.966041564941406|40.804878234863281|N|86049
127670,id1942487,anomalous data,id1942487|2|2016-01-01 19:53:03|2016-01-02 19:17:06|1|-73.972831726074219|40.743476867675781|-73.972572326660156|40.753013610839844|N|84243
127899,id0881381,anomalous data,id0881381|2|2016-03-17 23:06:55|2016-03-18 22:44:26|1|-74.0015869140625|40.730854034423828|-73.949264526367188|40.674282073974609|N|85051
128638,id2871418,anomalous data,id2871418|2|2016-05-17 10:27:51|2016-05-18 10:12:14|1|-73.99749755859375|40.756809234619141|-73.985877990722656|40.767711639404297|N|85463
129854,id1061250,anomalous data,id1061250|2|2016-01-25 18:57:50|2016-01-26 18:41:53|6|-73.961868286132813|40.779586791992188|-73.953117370605469|40.776893615722656|N|85443
130537,id3033766,anomalous data,id3033766|2|2016-03-07 07:03:08|2016-03-08 00:00:00|6|-73.957618713378906|40.761344909667969|-74.011001586914063|40.703380584716797|N|61012
131442,id3855889,anomalous data,id3855889|2|2016-01-08 00:08:01|2016-01-08 23:49:14|5|-73.953750610351563|40.770927429199219|-73.947761535644531|40.781791687011719|N|85273
133557,id2619858,anomalous data,id2619858|2|2016-05-18 12:47:19|2016-05-19 12:42:20|1|-73.994331359863281|40.750965118408203|-73.98114013671875|40.781547546386719|N|86101
133616,id3697069,anomalous data,id3697069|2|2016-03-31 11:19:18|2016-04-01 11:06:36|1|-73.960807800292969|40.778133392333984|-73.955856323242188|40.781383514404297|N|85638
135248,id0128127,anomalous data,id0128127|2|2016-04-17 00:19:35|2016-04-18 00:11:17|1|-73.990242004394531|40.712684631347656|-73.998420715332031|40.713668823242188|N|85902
136227,id0053543,anomalous data,id0053543|2|2016-01-29 21:29:39|2016-01-30 21:27:34|1|-74.009521484375|40.704616546630859|-73.952651977539063|40.777400970458984|N|86275
136520,id3645383,anomalous data,id3645383|2|2016-01-01 05:01:32|2016-01-01 05:01:36|0|-73.993133544921875|40.757472991943359|-73.993293762207031|40.757537841796875|N|4
137222,id0255824,anomalous data,id0255824|2|2016-03-25 15:03:06|2016-03-26 14:52:17|3|-73.977302551269531|40.755691528320313|-73.957786560058594|40.782215118408203|N|85751
139958,id2439346,anomalous data,id2439346|2|2016-01-30 21:36:57|2016-01-31 21:22:28|1|-73.974197387695313|40.737049102783203|-73.971504211425781|40.753822326660156|N|85531
139991,id1630951,anomalous data,id1630951|2|2016-05-04 22:55:50|2016-05-05 22:47:51|1|-73.981948852539063|40.731021881103516|-73.958328247070312|40.688339233398437|N|85921
141467,id3060680,anomalous data,id3060680|2|2016-05-28 13:05:18|2016-05-29 13:04:23|1|-73.984642028808594|40.745433807373047|-73.997489929199219|40.745773315429688|N|86345
141750,id2626075,anomalous data,id2626075|2|2016-06-15 13:18:32|2016-06-16 13:04:12|2|-73.966056823730469|40.753879547119141|-73.816520690917969|40.717079162597656|N|85540
142336,id2652652,anomalous data,id2652652|2|2016-01-17 02:01:55|2016-01-18 01:56:00|2|-73.987106323242187|40.73345947265625|-73.9869384765625|40.721103668212891|N|86045
142549,id2694149,anomalous data,id2694149|2|2016-06-24 13:55:57|2016-06-25 13:49:10|1|-73.977630615234375|40.733985900878906|-73.994575500488281|40.750453948974609|N|85993
142772,id0997607,anomalous data,id0997607|2|2016-05-20 15:35:46|2016-05-21 14:45:27|1|-73.782272338867187|40.644641876220703|-73.965446472167969|40.758480072021484|N|83381
143474,id1208462,anomalous data,id1208462|2|2016-01-09 11:45:59|2016-01-10 11:39:31|1|-73.997978210449219|40.745868682861328|-73.999168395996094|40.739280700683594|N|86012
144573,id0262734,anomalous data,id0262734|2|2016-05-24 18:27:08|2016-05-25 18:21:33|2|-73.972122192382813|40.765403747558594|-73.998970031738281|40.723220825195313|N|86065
144915,id0872353,anomalous data,id0872353|2|2016-04-09 17:21:54|2016-04-10 17:13:33|6|-73.979484558105469|40.784549713134766|-73.991226196289062|40.743099212646484|N|85899
145741,id3566203,anomalous data,id3566203|2|2016-03-11 04:51:38|2016-03-12 04:14:23|1|-73.975837707519531|40.716651916503906|-73.992279052734375|40.740184783935547|N|84165
146012,id0736029,anomalous data,id0736029|2|2016-03-04 23:35:13|2016-03-05 23:24:26|1|-74.007637023925781|40.742839813232422|-73.979362487792969|40.762180328369141|N|85753
146774,id3084903,anomalous data,id3084903|2|2016-04-05 18:35:34|2016-04-06 18:34:21|2|-73.975547790527344|40.761081695556641|-73.982101440429688|40.767368316650391|N|86327
147528,id0044033,anomalous data,id0044033|2|2016-04-13 14:33:16|2016-04-14 14:04:58|2|-73.977989196777344|40.757488250732422|-73.992019653320313|40.767288208007813|N|84702
147840,id1210320,anomalous data,id1210320|2|2016-05-21 01:55:41|2016-05-22 01:50:29|1|-73.922172546386719|40.755222320556641|-73.952438354492188|40.782268524169922|N|86088
148510,id3883213,anomalous data,id3883213|2|2016-01-03 00:22:00|2016-01-04 00:06:18|1|-73.97430419921875|40.756961822509766|-73.984176635742187|40.727924346923828|N|85458
149008,id2810921,anomalous data,id2810921|2|2016-03-08 01:24:47|2016-03-09 00:00:00|2|-73.994369506835938|40.724609375|-73.976852416992188|40.764720916748047|N|81313
149034,id0858998,anomalous data,id0858998|2|2016-03-22 16:00:50|2016-03-23 15:06:45|1|-73.990280151367188|40.769821166992187|-74.002899169921875|40.760448455810547|N|83155
149629,id2183544,anomalous data,id2183544|2|2016-01-14 09:00:06|2016-01-15 08:20:46|1|-73.993743896484375|40.741703033447266|-73.973640441894531|40.758384704589844|N|84040
150281,id0067648,anomalous data,id0067648|2|2016-04-09 04:26:15|2016-04-10 04:08:25|1|-73.990570068359375|40.760841369628906|-73.986587524414063|40.755699157714844|N|85330
150733,id3676263,anomalous data,id3676263|2|2016-06-27 18:35:55|2016-06-28 18:16:15|3|-73.997360229492188|40.716598510742188|-73.9918212890625|40.754688262939453|N|85220
151151,id0473259,anomalous data,id0473259|2|2016-01-03 06:34:01|2016-01-04 00:00:00|2|-73.789466857910156|40.646755218505859|-73.956436157226563|40.763095855712891|N|62759
151226,id1218014,anomalous data,id1218014|2|2016-03-11 18:02:22|2016-03-12 17:58:01|1|-73.967201232910156|40.803398132324219|-73.989036560058594|40.722209930419922|N|86139
151573,id2993861,anomalous data,id2993861|2|2016-03-20 12:07:24|2016-03-21 11:54:04|6|-73.996818542480469|40.742580413818359|-73.990196228027344|40.729328155517578|N|85600
152037,id3890910,anomalous data,id3890910|2|2016-02-05 01:20:23|2016-02-06 01:15:18|1|-74.005195617675781|40.719413757324219|-73.959358215332031|40.775398254394531|N|86095
152575,id2052977,anomalous data,id2052977|2|2016-06-18 14:55:07|2016-06-19 14:20:52|1|-73.981964111328125|40.773277282714844|-73.989952087402344|40.752582550048828|N|84345
153272,id2329006,anomalous data,id2329006|2|2016-02-14 22:30:20|2016-02-15 22:00:48|1|-73.953483581542969|40.779541015625|-73.943794250488281|40.792716979980469|N|84628
155903,id0838082,anomalous data,id0838082|2|2016-02-07 02:22:42|2016-02-08 01:55:34|6|-73.991683959960937|40.727054595947266|-73.991500854492187|40.750270843505859|N|84772
155924,id2218970,anomalous data,id2218970|2|2016-04-22 23:04:32|2016-04-23 22:58:01|1|-73.981086730957031|40.750450134277344|-73.982368469238281|40.757766723632812|N|86009
156094,id2836189,anomalous data,id2836189|2|2016-05-04 18:23:03|2016-05-05 18:21:48|1|-73.98876953125|40.74481201171875|-74.012161254882813|40.707065582275391|N|86325
156810,id3395949,anomalous data,id3395949|2|2016-01-03 21:10:03|2016-01-04 20:56:16|1|-73.978904724121094|40.764198303222656|-73.985084533691406|40.723526000976562|N|85573
158943,id3962527,anomalous data,id3962527|2|2016-05-06 09:24:55|2016-05-07 09:24:06|2|-73.9559326171875|40.782138824462891|-73.960830688476562|40.765731811523438|N|86351
160599,id2383276,anomalous data,id2383276|2|2016-04-05 22:13:10|2016-04-06 21:51:58|1|-73.993362426757813|40.727264404296875|-73.994392395019531|40.745506286621094|N|85128
160704,id1979804,anomalous data,id1979804|2|2016-05-15 22:55:44|2016-05-16 22:39:24|1|-73.994094848632812|40.756473541259766|-73.994644165039062|40.750324249267578|N|85420
160736,id3257049,anomalous data,id3257049|2|2016-01-02 21:43:44|2016-01-03 21:27:49|1|-73.989204406738281|40.748710632324219|-73.967674255371094|40.802391052246094|N|85445
160744,id3977327,anomalous data,id3977327|2|2016-06-24 09:43:25|2016-06-25 08:57:06|1|-73.998832702636719|40.689060211181641|-73.984733581542969|40.710369110107422|N|83621
161660,id0729997,anomalous data,id0729997|2|2016-03-24 19:19:58|2016-03-25 19:16:21|1|-73.988029479980469|40.750968933105469|-73.987373352050781|40.760501861572266|N|86183
161856,id2522132,anomalous data,id2522132|2|2016-06-01 02:28:47|2016-06-02 00:00:00|1|-73.991050720214844|40.685836791992188|-73.948265075683594|40.667938232421875|N|77473
162832,id0890477,anomalous data,id0890477|2|2016-05-14 05:42:28|2016-05-15 00:00:00|1|-73.959449768066406|40.762935638427734|-73.941299438476563|40.851253509521484|N|65852
165049,id1959271,anomalous data,id1959271|2|2016-04-10 23:08:22|2016-04-11 23:05:31|1|-73.955673217773438|40.772514343261719|-73.961265563964844|40.798637390136719|N|86229
166919,id0182253,anomalous data,id0182253|2|2016-02-19 00:04:47|2016-02-19 23:40:26|1|-73.982002258300781|40.762866973876953|-73.992843627929687|40.7568359375|N|84939
167244,id2402317,anomalous data,id2402317|2|2016-03-12 20:05:39|2016-03-13 19:33:14|1|-73.953811645507813|40.787181854248047|-73.947792053222656|40.776180267333984|N|84455
168523,id2738250,anomalous data,id2738250|2|2016-02-18 21:17:12|2016-02-19 21:16:05|1|-73.989189147949219|40.756790161132813|-73.860725402832031|40.750106811523438|N|86333
168984,id2177467,anomalous data,id2177467|2|2016-06-05 01:09:39|2016-06-06 01:08:51|1|-73.981407165527344|40.764968872070313|-73.981407165527344|40.764968872070313|N|86352
169692,id2004880,anomalous data,id2004880|2|2016-03-12 15:51:45|2016-03-13 15:45:51|1|-73.955581665039063|40.779689788818359|-73.960479736328125|40.770980834960938|N|86046
169858,id1780421,anomalous data,id1780421|2|2016-01-22 11:47:15|2016-01-23 11:46:31|2|-73.987442016601563|40.753509521484375|-73.996429443359375|40.753166198730469|N|86356
170611,id2422803,anomalous data,id2422803|2|2016-03-07 18:21:45|2016-03-08 18:20:35|1|-73.972869873046875|40.764556884765625|-74.004043579101563|40.733528137207031|N|86330
170843,id3198046,anomalous data,id3198046|2|2016-03-29 16:10:36|2016-03-30 16:04:52|2|-73.982292175292969|40.771381378173828|-73.936210632324219|40.851192474365234|N|86056
170944,id2555603,anomalous data,id2555603|2|2016-01-09 01:01:25|2016-01-09 23:32:17|1|-74.001548767089844|40.730812072753906|-73.974250793457031|40.736972808837891|N|81052
171203,id2453589,anomalous data,id2453589|2|2016-01-21 09:38:49|2016-01-22 09:32:01|1|-73.975288391113281|40.752063751220703|-73.986412048339844|40.740020751953125|N|85992
171695,id0994588,anomalous data,id0994588|2|2016-03-14 19:33:11|2016-03-15 19:27:47|1|-74.006423950195313|40.709571838378906|-74.006355285644531|40.70941162109375|N|86076
171737,id1001426,anomalous data,id1001426|2|2016-04-13 21:10:43|2016-04-14 21:08:26|1|-73.974578857421875|40.750507354736328|-73.957649230957031|40.773811340332031|N|86263
171764,id2402948,anomalous data,id2402948|2|2016-03-12 02:53:17|2016-03-13 02:20:52|1|-73.985321044921875|40.731521606445313|-73.970184326171875|40.784839630126953|N|84455
172410,id1085063,anomalous data,id1085063|2|2016-03-03 07:45:47|2016-03-04 07:04:54|3|-73.974929809570313|40.741901397705078|-73.968208312988281|40.758743286132813|N|83947
172663,id1797529,anomalous data,id1797529|2|2016-01-17 20:27:56|2016-01-18 20:27:25|1|-73.975540161132813|40.789718627929688|-73.978919982910156|40.777835845947266|N|86369
172898,id1800326,anomalous data,id1800326|2|2016-06-02 21:40:16|2016-06-03 21:33:07|1|-73.982597351074219|40.723251342773438|-73.936637878417969|40.857170104980469|N|85971
172979,id2856736,anomalous data,id2856736|2|2016-06-06 12:47:59|2016-06-07 12:33:56|5|-73.987701416015625|40.753822326660156|-74.016838073730469|40.710231781005859|N|85557
173067,id1414417,anomalous data,id1414417|2|2016-03-25 18:18:44|2016-03-26 18:04:54|1|-73.994438171386719|40.750591278076172|-73.783157348632812|40.643798828125|N|85570
173650,id0804625,anomalous data,id0804625|2|2016-03-02 09:16:28|2016-03-03 09:06:14|5|-73.975387573242187|40.752300262451172|-73.981582641601562|40.757980346679688|N|85786
175520,id0513349,anomalous data,id0513349|2|2016-04-03 17:53:33|2016-04-04 17:45:17|3|-73.981178283691406|40.769229888916016|-73.955429077148438|40.775180816650391|N|85904
176883,id2548995,anomalous data,id2548995|2|2016-01-26 17:50:25|2016-01-27 17:43:09|1|-73.983482360839844|40.746799468994141|-73.978286743164063|40.75311279296875|N|85964
177958,id2436422,anomalous data,id2436422|2|2016-03-11 09:44:06|2016-03-12 08:46:46|5|-73.873001098632813|40.774173736572266|-74.00714111328125|40.740039825439453|N|82960
178278,id0829446,anomalous data,id0829446|2|2016-02-24 15:28:06|2016-02-25 14:32:00|5|-73.7822265625|40.644618988037109|-73.973747253417969|40.755191802978516|N|83034
178506,id0813088,anomalous data,id0813088|2|2016-01-19 00:17:13|2016-01-20 00:00:00|2|-73.991264343261719|40.770500183105469|-74.014167785644531|40.702671051025391|N|85367
181060,id2590222,anomalous data,id2590222|2|2016-02-22 18:15:43|2016-02-23 18:11:40|1|-73.954597473144531|40.778003692626953|-73.943977355957031|40.791248321533203|N|86157
182022,id3624546,anomalous data,id3624546|2|2016-02-29 04:23:37|2016-03-01 03:58:59|5|-73.992790222167969|40.733749389648438|-73.86859130859375|40.747478485107422|N|84922
182303,id1824430,anomalous data,id1824430|2|2016-05-02 16:57:29|2016-05-03 16:53:55|2|-73.998573303222656|40.723682403564453|-74.005386352539063|40.712245941162109|N|86186
183032,id1563619,anomalous data,id1563619|2|2016-05-14 23:27:46|2016-05-15 22:33:56|1|-73.951339721679688|40.804439544677734|-73.937576293945313|40.820068359375|N|83170
183046,id2955625,anomalous data,id2955625|2|2016-01-27 17:38:51|2016-01-28 17:34:29|3|-73.978302001953125|40.783206939697266|-73.9752197265625|40.790374755859375|N|86138
183877,id1585968,anomalous data,id1585968|2|2016-06-06 21:49:54|2016-06-07 21:45:31|6|-74.006134033203125|40.714061737060547|-73.960296630859375|40.660247802734375|N|86137
184796,id1565034,anomalous data,id1565034|2|2016-02-05 23:07:46|2016-02-06 22:56:11|1|-73.95538330078125|40.773433685302734|-73.950897216796875|40.769706726074219|N|85705
185301,id2920902,anomalous data,id2920902|2|2016-03-05 12:03:41|2016-03-06 12:02:47|5|-73.965446472167969|40.803672790527344|-73.99493408203125|40.770309448242187|N|86346
185611,id0115642,anomalous data,id0115642|2|2016-06-09 01:10:38|2016-06-10 00:30:41|2|-73.984352111816406|40.748199462890625|-73.970626831054687|40.7559814453125|N|84003
185926,id1921954,anomalous data,id1921954|2|2016-06-16 13:18:33|2016-06-17 13:14:00|3|-73.982322692871094|40.756912231445313|-73.996009826660156|40.723503112792969|N|86127
186075,id1569153,anomalous data,id1569153|2|2016-03-11 10:50:55|2016-03-12 00:00:00|1|-73.80401611328125|40.679370880126953|-74.009140014648437|40.710662841796875|N|47345
